customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,year,month,day_week
DO83038,California,8355.774443,No,Basic,College,2011-01-21,Employed,F,64502.0,Rural,Married,70.0,22,49,0,2,Personal Auto,Offer2,Call Center,39.336222,Two-Door Car,Medsize,2011,1,21
AG62087,California,3412.566597,No,Extended,Bachelor,2011-01-29,Employed,M,30335.0,Urban,Married,87.0,17,42,0,1,Corporate Auto,Offer3,Agent,326.132867,Four-Door Car,Medsize,2011,1,29
BA56812,Oregon,6185.337641,No,Extended,High-level-degree,2011-02-10,Employed,M,21020.0,Rural,Divorced,80.0,1,36,0,4,Corporate Auto,Offer4,Branch,178.371281,Four-Door Car,Medsize,2011,2,10
QF74147,California,8456.722498,No,Basic,College,2011-01-15,Employed,F,84574.0,Rural,Divorced,70.0,13,75,0,2,Special Auto,Offer1,Call Center,167.459769,Four-Door Car,Medsize,2011,1,15
RN88075,Washington,3021.938522,No,Extended,Bachelor,2011-02-06,Unemployed,F,0.0,Suburban,Single,84.0,26,37,0,1,Personal Auto,Offer1,Branch,700.725788,Two-Door Car,Medsize,2011,2,6
OG71924,Oregon,6966.142868,No,Extended,High-level-degree,2011-02-26,Unemployed,F,0.0,Urban,Married,93.0,28,3,0,8,Personal Auto,Offer2,Branch,436.143226,Four-Door Car,Large,2011,2,26
YF87007,Oregon,10083.48688,Yes,Extended,High School or Below,2011-02-19,Unemployed,F,11828.0,Suburban,Divorced,90.0,18,84,0,2,Corporate Auto,Offer1,Agent,571.479602,Four-Door Car,Large,2011,2,19
ZL18631,Arizona,2539.990699,No,Basic,College,2011-02-05,Employed,F,54889.0,Suburban,Married,63.0,32,94,0,1,Personal Auto,Offer2,Call Center,302.4,Four-Door Car,Medsize,2011,2,5
BZ71120,Oregon,8456.455313,No,Basic,College,2011-01-17,Employed,F,89918.0,Urban,Married,105.0,15,72,0,9,Personal Auto,Offer1,Branch,367.230882,SUV,Medsize,2011,1,17
UP60200,California,26576.31541,No,Premium,Bachelor,2011-02-02,Employed,M,87002.0,Rural,Married,110.0,27,30,0,2,Personal Auto,Offer1,Call Center,199.851173,Two-Door Car,Medsize,2011,2,2
XZ64172,Oregon,10963.95723,Yes,Premium,High School or Below,2011-02-08,Employed,M,55687.0,Suburban,Divorced,276.0,33,91,0,1,Corporate Auto,Offer1,Agent,1324.8,Luxury-Sport,Medsize,2011,2,8
CA47176,Oregon,9671.98323,No,Extended,Bachelor,2011-02-17,Unemployed,M,17103.0,Suburban,Married,87.0,24,29,0,2,Personal Auto,Offer1,Branch,417.6,Two-Door Car,Small,2011,2,17
CI68869,Arizona,1898.683686,No,Basic,College,2011-01-08,Unemployed,F,0.0,Suburban,Single,70.0,17,20,5,1,Personal Auto,Offer3,Agent,702.020904,Two-Door Car,Small,2011,1,8
XT10744,Arizona,8595.146838,No,Basic,College,2011-02-21,Employed,M,28441.0,Suburban,Married,73.0,10,98,0,2,Special Auto,Offer2,Call Center,686.020135,Two-Door Car,Small,2011,2,21
HT48275,Oregon,5532.753182,No,Basic,Bachelor,2011-01-19,Employed,M,91212.0,Urban,Married,69.0,9,92,0,6,Personal Auto,Offer2,Call Center,270.311239,Two-Door Car,Medsize,2011,1,19
HB48073,Arizona,9371.773682,No,Basic,Bachelor,2011-02-01,Employed,F,66325.0,Urban,Married,117.0,10,10,0,5,Corporate Auto,Offer1,Agent,497.719213,SUV,Medsize,2011,2,1
MD43085,Oregon,3975.321516,No,Premium,High-level-degree,2011-02-08,Employed,F,67895.0,Urban,Married,101.0,25,27,4,1,Personal Auto,Offer2,Call Center,403.937672,Four-Door Car,Medsize,2011,2,8
NJ11986,Arizona,4456.016549,No,Premium,High-level-degree,2011-01-18,Employed,F,29550.0,Rural,Single,114.0,16,70,1,1,Corporate Auto,Offer1,Web,118.750512,Two-Door Car,Medsize,2011,1,18
HH55884,Arizona,3495.891476,No,Extended,College,2011-01-02,Unemployed,M,10275.0,Suburban,Single,97.0,10,8,0,1,Personal Auto,Offer1,Agent,465.6,Four-Door Car,Medsize,2011,1,2
JP69867,Nevada,8512.13221,No,Premium,College,2011-02-19,Employed,M,61725.0,Suburban,Divorced,106.0,7,70,0,6,Personal Auto,Offer2,Call Center,508.8,Four-Door Car,Large,2011,2,19
FT86104,California,4650.063763,Yes,Basic,College,2011-01-10,Unemployed,M,28215.0,Suburban,Single,65.0,15,26,0,3,Corporate Auto,Offer1,Agent,468.0,Two-Door Car,Medsize,2011,1,10
GV39658,Arizona,13523.12989,No,Extended,College,2011-01-19,Unemployed,F,10563.0,Rural,Divorced,121.0,20,10,0,2,Corporate Auto,Offer1,Branch,109.814874,SUV,Medsize,2011,1,19
GB66110,California,4422.409799,No,Basic,Bachelor,2011-02-13,Unemployed,M,0.0,Suburban,Single,62.0,10,97,0,3,Personal Auto,Offer1,Branch,722.432062,Two-Door Car,Small,2011,2,13
VD51297,California,7320.98824,No,Basic,College,2011-01-09,Employed,M,99722.0,Suburban,Single,61.0,6,48,0,2,Personal Auto,Offer4,Call Center,292.8,Four-Door Car,Small,2011,1,9
EP29567,Washington,7031.463693,No,Extended,High-level-degree,2011-01-24,Unemployed,M,16224.0,Suburban,Married,93.0,13,55,0,9,Corporate Auto,Offer3,Web,498.452698,Four-Door Car,Medsize,2011,1,24
PE59368,Washington,5123.484988,No,Basic,Bachelor,2011-01-19,Employed,F,72096.0,Urban,Married,64.0,24,92,0,5,Personal Auto,Offer1,Agent,252.330905,Two-Door Car,Medsize,2011,1,19
DQ50538,Nevada,9050.756606,No,Basic,Bachelor,2011-02-11,Employed,M,63800.0,Suburban,Married,113.0,9,43,0,4,Personal Auto,Offer1,Branch,542.4,SUV,Medsize,2011,2,11
WP58340,Arizona,10963.95723,Yes,Premium,High School or Below,2011-02-08,Employed,M,55687.0,Suburban,Divorced,276.0,33,91,0,1,Personal Auto,Offer1,Agent,1324.8,Luxury-Sport,Medsize,2011,2,8
TM23788,California,6039.020697,No,Extended,High School or Below,2011-02-09,Unemployed,M,0.0,Suburban,Divorced,89.0,6,49,1,3,Personal Auto,Offer2,Agent,640.8,Four-Door Car,Medsize,2011,2,9
UF44021,California,2108.493744,No,Basic,Bachelor,2011-01-02,Unemployed,M,0.0,Suburban,Single,61.0,8,91,0,1,Personal Auto,Offer1,Agent,351.85681,Two-Door Car,Medsize,2011,1,2
WB96917,California,9875.092794,No,Extended,College,2011-01-03,Employed,M,29598.0,Rural,Single,87.0,2,70,0,2,Personal Auto,Offer4,Call Center,150.926696,Two-Door Car,Medsize,2011,1,3
MN95006,California,6928.601611,No,Basic,Bachelor,2011-01-10,Employed,M,22907.0,Rural,Married,180.0,13,86,2,1,Personal Auto,Offer4,Call Center,49.18776,Luxury-Sport,Medsize,2011,1,10
NP60037,Oregon,14318.44839,No,Basic,Bachelor,2011-02-23,Employed,M,22697.0,Suburban,Divorced,186.0,35,39,1,8,Corporate Auto,Offer1,Web,892.8,Luxury-Sport,Medsize,2011,2,23
NQ71171,California,5107.071054,No,Basic,Bachelor,2011-02-02,Employed,M,70174.0,Rural,Married,64.0,18,80,0,7,Personal Auto,Offer1,Agent,128.90032,Four-Door Car,Medsize,2011,2,2
SM58898,California,17223.89108,No,Basic,High School or Below,2011-02-18,Employed,F,85378.0,Suburban,Married,107.0,7,4,0,2,Corporate Auto,Offer4,Call Center,513.6,SUV,Medsize,2011,2,18
FN98595,Nevada,7516.831717,No,Extended,High School or Below,2011-02-20,Employed,F,31477.0,Rural,Married,94.0,22,77,0,3,Special Auto,Offer2,Branch,146.950756,Four-Door Car,Medsize,2011,2,20
TW94555,Nevada,5389.499465,Yes,Extended,College,2011-01-07,Employed,M,66429.0,Rural,Married,136.0,35,93,0,1,Personal Auto,Offer2,Agent,57.712985,Luxury-Sport,Medsize,2011,1,7
XW60886,California,6275.155361,No,Extended,High School or Below,2011-02-19,Unemployed,M,0.0,Suburban,Single,90.0,15,55,0,3,Personal Auto,Offer4,Branch,900.242038,Four-Door Car,Small,2011,2,19
IE84844,Nevada,4722.237214,No,Basic,High School or Below,2011-02-06,Unemployed,F,0.0,Suburban,Single,65.0,29,32,0,3,Personal Auto,Offer3,Agent,655.489027,Four-Door Car,Medsize,2011,2,6
HY76810,Oregon,6282.317743,No,Premium,Bachelor,2011-01-30,Unemployed,F,0.0,Rural,Married,172.0,23,6,0,1,Corporate Auto,Offer2,Branch,141.460349,SUV,Small,2011,1,30
JL41129,California,7986.191274,No,Basic,Bachelor,2011-01-19,Employed,M,74217.0,Urban,Married,100.0,35,3,0,6,Personal Auto,Offer2,Branch,418.005524,SUV,Large,2011,1,19
OQ41280,Nevada,6503.219978,No,Extended,High School or Below,2011-02-01,Employed,M,46298.0,Rural,Divorced,88.0,11,82,3,4,Corporate Auto,Offer1,Agent,128.292466,Four-Door Car,Medsize,2011,2,1
AP65984,Oregon,4881.753428,No,Extended,College,2011-02-26,Unemployed,F,0.0,Suburban,Single,135.0,0,86,0,1,Personal Auto,Offer2,Agent,648.0,SUV,Medsize,2011,2,26
EE99484,Washington,2514.59196,Yes,Basic,High School or Below,2011-02-14,Employed,F,43860.0,Rural,Single,65.0,15,58,0,1,Corporate Auto,Offer2,Agent,156.124914,Four-Door Car,Medsize,2011,2,14
XM39121,Arizona,7955.442668,No,Basic,College,2011-02-23,Unemployed,F,0.0,Suburban,Married,69.0,11,5,0,2,Personal Auto,Offer1,Web,331.2,Four-Door Car,Small,2011,2,23
DK49336,Arizona,4809.21696,No,Basic,College,2011-02-18,Employed,M,48029.0,Suburban,Married,61.0,7,52,0,9,Corporate Auto,Offer3,Agent,292.8,Four-Door Car,Medsize,2011,2,18
HB43486,Washington,9696.548818,No,Extended,College,2011-02-02,Employed,F,86830.0,Urban,Single,123.0,18,5,0,3,Personal Auto,Offer1,Agent,480.533246,SUV,Medsize,2011,2,2
KB15252,Arizona,8709.321889,No,Extended,College,2011-01-06,Unemployed,F,0.0,Suburban,Married,77.0,29,21,0,2,Personal Auto,Offer1,Agent,509.100577,Two-Door Car,Medsize,2011,1,6
BN83547,Nevada,2858.452328,No,Basic,High School or Below,2011-02-21,Employed,F,40706.0,Rural,Married,71.0,30,96,0,1,Personal Auto,Offer3,Agent,166.123172,Four-Door Car,Medsize,2011,2,21
MC55901,California,5233.949019,No,Basic,High School or Below,2011-01-30,Employed,F,69231.0,Urban,Married,65.0,19,7,0,9,Personal Auto,Offer2,Agent,193.243084,Four-Door Car,Medsize,2011,1,30
PZ98142,Arizona,13494.76017,No,Extended,College,2011-01-26,Unemployed,F,0.0,Suburban,Single,132.0,13,33,0,2,Personal Auto,Offer3,Branch,950.4,SUV,Medsize,2011,1,26
GB43363,Oregon,6870.607058,No,Premium,College,2011-01-24,Unemployed,M,0.0,Suburban,Single,105.0,5,87,0,3,Personal Auto,Offer1,Branch,756.0,Four-Door Car,Small,2011,1,24
TH67541,Arizona,5652.72374,No,Basic,High School or Below,2011-01-07,Unemployed,F,16171.0,Urban,Married,74.0,8,36,0,4,Corporate Auto,Offer1,Agent,311.004168,Four-Door Car,Medsize,2011,1,7
WC21901,Arizona,2345.262087,No,Basic,College,2011-02-03,Employed,M,51397.0,Suburban,Single,61.0,20,61,0,1,Personal Auto,Offer1,Branch,292.8,Four-Door Car,Medsize,2011,2,3
CL38124,Oregon,19688.31898,No,Basic,Bachelor,2011-01-10,Employed,F,83879.0,Urban,Married,69.0,3,66,0,2,Personal Auto,Offer1,Agent,212.148485,Four-Door Car,Medsize,2011,1,10
XH89851,California,7247.206475,No,Extended,College,2011-02-03,Employed,F,63267.0,Suburban,Single,92.0,22,31,0,8,Personal Auto,Offer1,Agent,530.340202,Four-Door Car,Medsize,2011,2,3
KA58700,Nevada,6085.304178,No,Extended,College,2011-01-03,Employed,M,44712.0,Suburban,Single,82.0,19,14,2,8,Corporate Auto,Offer1,Agent,537.78416,Four-Door Car,Medsize,2011,1,3
ZB40259,California,5480.070226,No,Basic,High-level-degree,2011-01-19,Employed,M,59311.0,Rural,Divorced,69.0,8,38,0,9,Corporate Auto,Offer1,Web,14.812808,Four-Door Car,Medsize,2011,1,19
JV63229,Arizona,6876.309925,No,Extended,Bachelor,2011-02-07,Employed,M,81957.0,Suburban,Divorced,86.0,23,76,0,4,Personal Auto,Offer2,Branch,433.426544,Four-Door Car,Medsize,2011,2,7
SI31035,Arizona,5368.887709,No,Basic,High-level-degree,2011-01-03,Employed,M,59601.0,Suburban,Married,67.0,28,2,0,6,Personal Auto,Offer4,Branch,321.6,Four-Door Car,Medsize,2011,1,3
JW30054,Oregon,8283.066678,No,Premium,High School or Below,2011-02-22,Employed,M,71034.0,Suburban,Married,103.0,26,15,0,3,Corporate Auto,Offer1,Branch,494.4,Four-Door Car,Medsize,2011,2,22
AP56340,Washington,5384.671725,No,Basic,Bachelor,2011-02-26,Unemployed,M,13103.0,Suburban,Married,72.0,21,32,0,7,Personal Auto,Offer1,Agent,458.003651,Four-Door Car,Medsize,2011,2,26
FN44127,Oregon,3508.569533,Yes,Extended,College,2011-01-05,Unemployed,M,20978.0,Suburban,Married,98.0,19,96,1,1,Personal Auto,Offer2,Branch,1176.2788,Four-Door Car,Small,2011,1,5
QE79527,California,8427.172486,Yes,Extended,Bachelor,2011-02-10,Employed,F,46503.0,Suburban,Divorced,215.0,4,21,1,1,Personal Auto,Offer1,Agent,1032.0,Luxury-Sport,Medsize,2011,2,10
UP36767,California,4553.809528,No,Basic,College,2011-02-13,Employed,M,61064.0,Urban,Married,113.0,32,77,0,1,Personal Auto,Offer3,Branch,539.774172,SUV,Medsize,2011,2,13
PG43749,Oregon,4318.433036,No,Premium,College,2011-02-08,Unemployed,F,17572.0,Suburban,Married,110.0,0,35,0,1,Personal Auto,Offer3,Call Center,639.769748,Two-Door Car,Medsize,2011,2,8
LL96228,Oregon,14091.19449,No,Basic,High-level-degree,2011-02-25,Employed,M,99823.0,Rural,Married,116.0,2,64,0,2,Corporate Auto,Offer1,Branch,250.183388,SUV,Medsize,2011,2,25
OV40993,Nevada,8693.631249,No,Basic,College,2011-02-27,Unemployed,F,17453.0,Suburban,Married,118.0,12,70,1,9,Personal Auto,Offer1,Branch,566.4,SUV,Small,2011,2,27
MA80983,Oregon,6661.181553,No,Premium,College,2011-01-31,Employed,M,55663.0,Rural,Married,166.0,19,63,0,1,Personal Auto,Offer2,Branch,194.739777,SUV,Large,2011,1,31
SA54664,Washington,2654.380994,No,Basic,High-level-degree,2011-02-18,Employed,M,73196.0,Rural,Married,66.0,0,93,1,1,Personal Auto,Offer2,Web,85.809817,Four-Door Car,Large,2011,2,18
TW12556,Oregon,4428.031583,Yes,Basic,High School or Below,2011-01-29,Employed,F,58577.0,Urban,Married,110.0,6,62,0,1,Personal Auto,Offer1,Agent,303.872752,SUV,Medsize,2011,1,29
TC88451,Nevada,5738.277584,No,Basic,High School or Below,2011-01-15,Employed,F,88055.0,Urban,Married,71.0,11,37,0,6,Personal Auto,Offer4,Call Center,337.727542,Four-Door Car,Medsize,2011,1,15
BL93659,California,5815.049178,No,Extended,Bachelor,2011-02-14,Unemployed,M,0.0,Suburban,Married,80.0,17,96,0,5,Personal Auto,Offer1,Call Center,384.0,Four-Door Car,Medsize,2011,2,14
SI20178,California,4425.905071,No,Basic,High School or Below,2011-02-21,Employed,M,80892.0,Suburban,Married,110.0,15,76,0,1,Personal Auto,Offer3,Branch,528.0,SUV,Medsize,2011,2,21
KC50464,Arizona,2574.020376,Yes,Basic,High-level-degree,2011-01-14,Employed,F,34990.0,Rural,Single,65.0,23,73,0,1,Corporate Auto,Offer2,Web,42.689135,Four-Door Car,Medsize,2011,1,14
HG64216,California,2832.513487,No,Basic,College,2011-01-29,Employed,M,37124.0,Suburban,Married,72.0,4,17,0,1,Personal Auto,Offer2,Branch,430.518791,Two-Door Car,Medsize,2011,1,29
XM91056,California,4876.315707,No,Basic,High School or Below,2011-01-19,Employed,F,22236.0,Suburban,Single,62.0,3,45,0,4,Personal Auto,Offer1,Agent,409.425049,Two-Door Car,Medsize,2011,1,19
KN13494,Washington,5181.620895,Yes,Basic,High-level-degree,2011-02-03,Employed,F,97131.0,Suburban,Married,64.0,5,80,0,6,Personal Auto,Offer2,Agent,307.2,Four-Door Car,Small,2011,2,3
OC47565,Oregon,5947.215835,No,Basic,College,2011-01-09,Employed,F,67760.0,Suburban,Married,74.0,19,19,0,3,Special Auto,Offer4,Branch,465.278453,Four-Door Car,Medsize,2011,1,9
HH14259,Arizona,2563.863345,No,Basic,Bachelor,2011-01-09,Unemployed,F,0.0,Rural,Married,69.0,13,74,0,1,Personal Auto,Offer4,Web,97.691104,Four-Door Car,Medsize,2011,1,9
QF66741,Nevada,15144.40954,No,Basic,College,2011-02-25,Unemployed,M,0.0,Suburban,Married,62.0,6,44,1,2,Personal Auto,Offer3,Branch,307.649586,Two-Door Car,Medsize,2011,2,25
LY46898,California,5558.304507,No,Basic,High School or Below,2011-02-04,Employed,M,37473.0,Suburban,Married,70.0,0,92,0,3,Corporate Auto,Offer1,Branch,336.0,Four-Door Car,Medsize,2011,2,4
MK73855,Washington,8109.364607,No,Basic,High School or Below,2011-02-12,Employed,F,32314.0,Suburban,Married,68.0,17,77,0,2,Personal Auto,Offer1,Agent,326.4,Four-Door Car,Medsize,2011,2,12
HU82227,Arizona,15638.57599,No,Premium,College,2011-02-23,Employed,M,49214.0,Urban,Married,102.0,0,82,3,2,Corporate Auto,Offer1,Agent,371.322406,Four-Door Car,Medsize,2011,2,23
FF75737,Oregon,8334.317162,No,Basic,High School or Below,2011-02-24,Employed,F,49851.0,Suburban,Divorced,69.0,27,85,1,2,Personal Auto,Offer1,Branch,331.2,Four-Door Car,Small,2011,2,24
KJ50265,Washington,10418.31143,No,Extended,High School or Below,2011-01-12,Unemployed,M,27951.0,Suburban,Married,91.0,32,4,0,2,Personal Auto,Offer1,Branch,436.8,Four-Door Car,Medsize,2011,1,12
OQ82364,Nevada,6846.150323,Yes,Extended,Bachelor,2011-01-27,Unemployed,F,0.0,Suburban,Divorced,95.0,13,20,0,5,Corporate Auto,Offer1,Call Center,456.0,Two-Door Car,Large,2011,1,27
SO47345,Arizona,9403.875138,No,Basic,High-level-degree,2011-01-26,Employed,F,56410.0,Urban,Married,117.0,13,73,0,3,Personal Auto,Offer1,Agent,523.99823,SUV,Medsize,2011,1,26
JN51592,Arizona,16985.49688,No,Extended,Bachelor,2011-02-19,Employed,F,22497.0,Suburban,Married,212.0,15,71,0,7,Special Auto,Offer1,Branch,1017.6,Luxury-Sport,Medsize,2011,2,19
FH36069,Arizona,21101.21422,No,Basic,College,2011-02-13,Employed,F,61347.0,Suburban,Married,106.0,27,66,0,2,Personal Auto,Offer4,Branch,604.237801,SUV,Medsize,2011,2,13
ZW32080,Nevada,2914.955295,No,Basic,Bachelor,2011-02-04,Employed,F,37803.0,Suburban,Divorced,74.0,26,51,0,1,Personal Auto,Offer1,Agent,355.2,Four-Door Car,Small,2011,2,4
ZH98656,Nevada,8593.866533,No,Basic,High-level-degree,2011-02-28,Employed,F,91276.0,Suburban,Married,105.0,14,4,0,4,Personal Auto,Offer1,Call Center,504.0,SUV,Large,2011,2,28
GZ31904,Oregon,6861.745956,No,Extended,College,2011-02-22,Employed,M,30816.0,Urban,Married,87.0,10,43,0,4,Personal Auto,Offer3,Call Center,237.57033,Two-Door Car,Medsize,2011,2,22
PN47493,Oregon,2680.900678,No,Basic,College,2011-02-11,Employed,F,41968.0,Urban,Married,67.0,11,96,0,1,Corporate Auto,Offer1,Agent,183.207703,Four-Door Car,Medsize,2011,2,11
CX18273,Arizona,15797.98978,No,Basic,High-level-degree,2011-02-25,Employed,M,35754.0,Urban,Married,199.0,21,54,0,3,Personal Auto,Offer3,Agent,612.973779,Luxury-Sport,Medsize,2011,2,25
IG80173,California,2863.312165,No,Basic,High-level-degree,2011-02-20,Employed,F,36706.0,Suburban,Married,71.0,4,45,0,1,Personal Auto,Offer4,Agent,435.606086,Four-Door Car,Small,2011,2,20
JG76775,Washington,30061.69259,No,Extended,High School or Below,2011-01-29,Employed,M,48258.0,Suburban,Married,249.0,12,86,0,2,Personal Auto,Offer1,Branch,1195.2,Luxury-Sport,Medsize,2011,1,29
JR82641,Arizona,10682.7619,No,Extended,High-level-degree,2011-01-10,Employed,M,52965.0,Rural,Married,134.0,6,77,3,4,Personal Auto,Offer4,Agent,83.815183,SUV,Medsize,2011,1,10
NW41789,Oregon,2746.90319,No,Extended,Bachelor,2011-01-24,Unemployed,M,0.0,Suburban,Single,84.0,25,44,0,1,Personal Auto,Offer4,Call Center,604.8,Four-Door Car,Medsize,2011,1,24
VG74039,Oregon,2388.949198,No,Basic,Bachelor,2011-02-02,Unemployed,F,0.0,Suburban,Married,65.0,8,5,0,1,Personal Auto,Offer1,Agent,455.644704,Four-Door Car,Small,2011,2,2
DV27428,Oregon,13776.74135,No,Basic,High School or Below,2011-01-09,Employed,M,62634.0,Rural,Single,116.0,10,89,0,2,Personal Auto,Offer3,Call Center,122.017931,SUV,Medsize,2011,1,9
AN57220,Oregon,17263.64048,No,Basic,Bachelor,2011-02-28,Employed,F,96917.0,Rural,Married,61.0,24,2,0,2,Special Auto,Offer4,Web,71.942176,Four-Door Car,Medsize,2011,2,28
VD62056,Arizona,4669.22664,Yes,Premium,High School or Below,2011-02-14,Employed,F,76157.0,Suburban,Married,116.0,15,80,0,1,Personal Auto,Offer2,Call Center,556.8,Two-Door Car,Small,2011,2,14
AH92481,California,4673.196379,No,Basic,College,2011-01-05,Employed,F,53219.0,Suburban,Married,117.0,24,36,0,1,Corporate Auto,Offer1,Call Center,561.6,SUV,Medsize,2011,1,5
LX97765,Arizona,4347.591949,No,Premium,College,2011-01-29,Employed,F,81412.0,Urban,Divorced,109.0,1,29,0,1,Personal Auto,Offer1,Branch,344.294164,Two-Door Car,Large,2011,1,29
JP82211,California,33873.18123,No,Basic,College,2011-02-18,Employed,F,59744.0,Urban,Married,105.0,1,79,0,2,Personal Auto,Offer1,Agent,476.486416,SUV,Small,2011,2,18
SI88726,California,9100.787395,No,Basic,College,2011-01-19,Employed,F,38898.0,Suburban,Divorced,117.0,26,68,0,3,Corporate Auto,Offer1,Agent,561.6,SUV,Small,2011,1,19
MG46007,California,6358.251692,No,Extended,High School or Below,2011-01-24,Unemployed,M,0.0,Rural,Married,94.0,19,98,2,4,Personal Auto,Offer1,Agent,17.938979,Four-Door Car,Medsize,2011,1,24
GL69461,Oregon,2628.468543,No,Basic,College,2011-02-16,Employed,F,99961.0,Suburban,Married,66.0,6,54,2,1,Personal Auto,Offer3,Agent,316.8,Four-Door Car,Medsize,2011,2,16
RA63927,Oregon,7193.101159,No,Extended,High School or Below,2011-01-01,Employed,M,30886.0,Rural,Married,91.0,7,53,0,4,Personal Auto,Offer3,Web,103.424766,Two-Door Car,Medsize,2011,1,1
UE76013,Washington,5039.869278,No,Extended,High-level-degree,2011-02-04,Employed,F,35984.0,Rural,Married,128.0,7,68,3,1,Personal Auto,Offer2,Call Center,275.577631,SUV,Medsize,2011,2,4
RI35792,Nevada,3962.825542,No,Extended,College,2011-01-13,Unemployed,F,0.0,Urban,Married,125.0,27,97,4,1,Personal Auto,Offer3,Branch,539.5622,SUV,Small,2011,1,13
WL63802,California,6425.709981,No,Basic,High School or Below,2011-01-19,Unemployed,M,0.0,Suburban,Single,181.0,13,16,0,1,Personal Auto,Offer1,Web,1303.2,Luxury-Sport,Small,2011,1,19
KZ29413,Oregon,15672.69696,No,Extended,High-level-degree,2011-01-29,Unemployed,M,0.0,Suburban,Married,139.0,4,35,0,2,Personal Auto,Offer1,Branch,667.2,SUV,Medsize,2011,1,29
SN23932,Arizona,3237.996209,Yes,Extended,High-level-degree,2011-01-16,Employed,M,60244.0,Urban,Married,83.0,3,72,3,1,Personal Auto,Offer3,Agent,326.281835,Four-Door Car,Medsize,2011,1,16
YW26148,California,12992.27561,No,Basic,High School or Below,2011-02-06,Unemployed,F,0.0,Suburban,Single,72.0,8,61,0,2,Personal Auto,Offer1,Agent,518.4,Four-Door Car,Medsize,2011,2,6
LS51818,California,22217.96796,No,Basic,College,2011-02-12,Employed,F,37553.0,Suburban,Single,187.0,34,7,0,2,Personal Auto,Offer3,Agent,897.6,Luxury-Sport,Small,2011,2,12
ZG47195,Nevada,4931.258363,No,Basic,College,2011-02-25,Unemployed,M,0.0,Suburban,Single,73.0,24,47,0,3,Personal Auto,Offer1,Agent,525.6,Four-Door Car,Small,2011,2,25
No50634,Oregon,4330.38602,Yes,Premium,College,2011-02-16,Employed,M,60475.0,Suburban,Married,107.0,9,18,0,1,Personal Auto,Offer2,Branch,513.6,Four-Door Car,Medsize,2011,2,16
GC42314,Arizona,8296.176276,No,Basic,High-level-degree,2011-02-27,Unemployed,M,0.0,Suburban,Married,111.0,3,59,0,9,Personal Auto,Offer3,Web,672.91665,SUV,Medsize,2011,2,27
SD77009,California,8334.359986,No,Extended,College,2011-02-21,Unemployed,M,0.0,Suburban,Single,136.0,7,61,2,3,Personal Auto,Offer3,Web,979.2,SUV,Medsize,2011,2,21
OW85480,California,5348.071007,No,Basic,High-level-degree,2011-01-04,Unemployed,M,25545.0,Suburban,Married,69.0,19,49,0,9,Personal Auto,Offer1,Agent,331.2,Four-Door Car,Medsize,2011,1,4
SW93780,Arizona,2398.740007,No,Basic,High-level-degree,2011-01-23,Unemployed,M,24182.0,Suburban,Divorced,66.0,12,32,0,1,Personal Auto,Offer4,Web,316.8,Four-Door Car,Large,2011,1,23
ZW51071,Oregon,6622.05254,No,Extended,High School or Below,2011-01-14,Employed,F,80979.0,Rural,Divorced,84.0,32,27,2,3,Personal Auto,Offer1,Agent,25.961213,Four-Door Car,Medsize,2011,1,14
CK74127,Arizona,4155.946211,No,Basic,Bachelor,2011-01-14,Unemployed,M,0.0,Suburban,Single,62.0,8,20,0,7,Corporate Auto,Offer2,Agent,446.4,Four-Door Car,Medsize,2011,1,14
KM52241,Arizona,8430.059143,No,Basic,High School or Below,2011-02-04,Unemployed,F,0.0,Rural,Married,74.0,20,3,0,2,Personal Auto,Offer1,Branch,47.502366,Four-Door Car,Medsize,2011,2,4
PE66545,Oregon,2545.518369,No,Basic,Bachelor,2011-02-01,Employed,M,29250.0,Suburban,Married,64.0,27,30,0,1,Personal Auto,Offer4,Agent,308.240792,Two-Door Car,Small,2011,2,1
GG70928,California,5004.583872,No,Basic,High-level-degree,2011-02-14,Employed,F,33566.0,Urban,Married,63.0,25,56,1,4,Personal Auto,Offer1,Call Center,205.043307,Four-Door Car,Medsize,2011,2,14
GI36262,Washington,2899.702858,No,Basic,College,2011-01-11,Employed,F,65247.0,Suburban,Married,72.0,14,55,0,1,Corporate Auto,Offer1,Agent,381.238176,Four-Door Car,Medsize,2011,1,11
MH85165,California,6767.806751,No,Extended,High School or Below,2011-01-31,Employed,M,39650.0,Suburban,Married,86.0,18,8,0,6,Personal Auto,Offer2,Branch,922.335972,Four-Door Car,Medsize,2011,1,31
AM26717,California,3123.080994,Yes,Basic,Bachelor,2011-02-19,Unemployed,M,0.0,Suburban,Married,101.0,1,83,4,1,Personal Auto,Offer1,Agent,960.115399,SUV,Large,2011,2,19
CV90092,Oregon,8184.691323,No,Basic,College,2011-01-16,Employed,M,82680.0,Suburban,Married,68.0,8,86,0,2,Corporate Auto,Offer1,Branch,326.4,Four-Door Car,Medsize,2011,1,16
CL70684,California,7636.279594,No,Premium,High School or Below,2011-01-05,Unemployed,M,0.0,Suburban,Single,111.0,30,86,0,3,Corporate Auto,Offer2,Agent,799.2,Two-Door Car,Small,2011,1,5
